headline,url,published_at,tags,content
Security scare as shoe hurled at President Ruto during Migori tour,https://www.kbc.co.ke/security-scare-as-shoe-hurled-at-president-ruto-during-migori-tour/,2025-05-05T10:12:08+03:00,"Migori County,President William Ruto","A major security scare marred President William Ruto’s tour of Migori County on Sunday evening after an object, believed to be a shoe, was hurled at him during a public event in Kuria West. Security officers swiftly moved in, arresting three individuals suspected to be behind the incident. The President was unharmed, and the event continued without further disruptions. The incident occurred as President Ruto was launching a 200-unit affordable housing project in Kehancha in Kuria West Constituency as part of his ongoing three-day working tour of Migori County that began on May 4. The visit, which runs through May 6, is aimed at commissioning key development projects and inspecting government initiatives across Suna East, Suna West, Rongo, Uriri, and Awendo constituencies. Following the scare, security around the Head of State was visibly heightened, with officers tightening control over the remaining itinerary. The tour is part of President Ruto’s broader push to cement support in ODM strongholds after his recent cooperation pact with opposition leader Raila Odinga. It also follows a March 26 meeting with Western Kenya leaders at State House, where Ruto reaffirmed his commitment to regional development, including reviving the ailing sugar sector. Despite the scare, the President is expected to proceed with the launch of key infrastructure projects such as the Stella-Gogo-Sibuoche tarmac road and various healthcare initiatives in the county. Local authorities say investigations into the motive behind the attempted attack are ongoing."
"Three dead, 60 hospitalised in China boat disaster",https://www.kbc.co.ke/three-dead-60-hospitalised-in-china-boat-disaster/,2025-05-04T19:33:26+03:00,"Guizhou province,Passenger boats overturns","Three people died and 60 others were hospitalised after two boats carrying tourists capsized in southwestern China on Sunday, according to state media. Around 70 people fell into the water when the two passenger boats overturned on a river in Qianxi city, Guizhou province, Xinhua news agency said, citing local authorities. Rescue workers were searching for 14 people still missing on Sunday evening. China’s leader Xi Jinping urged “all-out efforts” in the search and rescue operations and treatment of those injured, Xinhua said. Sunday’s incident comes just over two months after 11 people were killed in a boat collision in central China. The collision in Hunan province occurred when a passenger boat struck an industrial vessel, throwing 19 people overboard."
"Ruto says Kenya Kwanza-ODM pact meant to unite country, spur development",https://www.kbc.co.ke/ruto-says-kenya-kwanza-odm-pact-meant-to-unite-country-spur-development/,2025-05-04T18:48:09+03:00,"Kenya Kwanza-ODM pact,President Wiliam Ruto","The agreement between Kenya Kwanza and the Orange Democratic Movement to work together is aimed at making it easier to implement a transformative development agenda, President William Ruto has said. The President said the partnership is helping to confront socio-economic and political challenges that have held Kenya back in the past 60 years, and not about benefitting individual politicians or political parties. Speaking at Kadika Primary School in Suna East, Migori County, during an inter-denominational prayer service on Sunday, President Ruto pointed out that the commitment he and ODM leader Raila Odinga signed to is meant for the common good of all Kenyans. “There is greater benefit in collaboration than competition for individual success,” he said. Additionally, he said national unity holds far greater value than personal political victories. “ODM members should know that this government belongs to them just as it belongs to UDA members and everyone else,” he said. Condoling with the family and the people of Kasipul following the recent murder of MP Charles Were, President Ruto warned that lawlessness and violence cannot be allowed to be part of Kenya’s culture. Saying peace and stability are important ingredients of progress, the President assured Kenyans that the killers of the slain MP and their collaborators will be pursued and the law will take its course. “They will not have anywhere to hide; they will not succeed. We must bring them to book,” he said. Meanwhile, President Ruto called for teamwork and unity among all Kenyans, saying tribalism has no room in the modern day Kenya. The President explained that political rivalry should not hinder development projects meant to uplift communities. “Our focus must be on building roads, improving healthcare, creating jobs, and ensuring that no part of Kenya is left behind,” he said. Treasury Cabinet Secretary John Mbadi criticised those undermining the broad-based government, saying it has greatly helped the region get major development projects like other parts of the country. “If you want to understand Raila Odinga’s body language, listen to what Oburu is saying. If you want to read his body language even more closely, listen to what Junet and I are saying. Forward ever, backward never,” he said. Energy Cabinet Secretary Opiyo Wandayi commended the partnership between ODM and UDA that led to the broad-based government, saying it is well guided. “I want to make it clear today that this partnership is well organised. We have no apologies or regrets on what we have done,” the minister said. He accused the naysayers of mischief, adding that they were dreaming if they imagined that there would be a turning back from the broad-based arrangement. “Their true friends are known,” he said. National Assembly Minority Leader Junet Mohammed dismissed the newly formed opposition alliance, mocking it as “directionless and lacking a clear plan for Kenyans”. Mr Mohammed said it was surprising that the coalition’s leaders have yet to point out what they plan to do for the people. Responding to the “Ruto Must Go” slogan popularised by the group, Mr Mohammed remarked that such calls have lost meaning over time. “That slogan doesn’t need launching. You can just shout it into a microphone in Nairobi. We have heard it for years. They said ‘Moi Must Go’ when I was in primary school. We said ‘Uhuru Must Go’ until he completed his term,” he said. The MP further assured President Ruto of ODM’s unwavering support, distancing himself from “the few critical voices” in ODM party. “I want to remind some ODM leaders, who sometimes go overboard, that there is no place for insulting the government or the President. That is their own MOU,” Mr Mohammed said. Siaya Senator Oburu Oginga lashed out at Governor James Orengo over his recent criticism of the broad-based government, daring him to leave the ODM if he was dissatisfied. The senator reminded Mr Orengo that the party’s decision to join the government was a collective resolution, not an individual choice. “When my governor stands up and says he is annoyed, I don’t know with whom. He claims he just wants to speak the truth and I ask myself: What truth?” Mr Oginga Governor Achilo Ayako said residents of Migori County residents are firmly behind the broad-based government for prosperity. After the church service, President Ruto opened the Suna West Sub-County Office in Piny Oyie. He later laid the foundation stone for the Suna West Technical Training College, which will enhance access to technical training in the constituency. And while in Kehancha, Kuria West, President Ruto launched the construction of Affordable Housing Project. Several MPs and MCAs accompanied the President."
"Work with Ruto for unity and prosperity, Mudavadi tells Mt Kenya",https://www.kbc.co.ke/work-with-ruto-for-unity-and-prosperity-mudavadi-tells-mt-kenya/,2025-05-04T18:39:26+03:00,"Mt Kenya,PCS Musalia Mudavadi","Prime Cabinet Secretary and Cabinet Secretary for Foreign Affairs Musalia Mudavadi has called on the people of Mt Kenya region to join other Kenyans in forging for the unity of the country. He said the prosperity of Kenya is hinged on the unity of purpose that will propel development across the country. He further challenged the region to solidify their support on President William Ruto for he means well for the region. He was speaking when he attended a church service at the African Independent Pentecostal Church of Africa in Othaya, Nyeri County. “Kuna wakati wa enzi za rais wa tatu Mwai Kibaki, watu walikuwa wakilalamika sana kwamba headlines za gazeti zinabadilika sana. Kibaki akasema leteni gazeti zote za wiki, na kuagiza kila headline isomwe. Mwisho akasema mnaona kila siku headline inabadilika, kwa hivyo headline isiwafanye mkose kufanya kazi. Focus is very key since the headline that does not change the unity and development of all Kenyans,” said Mudavadi. “Na nyinyi watu wa mlima mkiteleza, mjue sisi tuko tayari tutachukua. Tunawaambia ukweli better  a bird in hand than 10 in the bush. Many regions are saying we wish we had just a fraction of what Mt Kenya region has. So you need to work with the President who has a lot of faith in the people of this region,” he added. Mudavadi noted that communities should not only support the government when one of their own holds the top seat, arguing that such a mindset undermines national unity. “Regions like Western Kenya have never ruled this country but they support the government, so this notion of you have to support the government because one of your own is at the helm, is not the correct philosophy for a united Kenya,” he stated."
Wetang’ula lauds elevation of Bungoma District Hospital to Level 6,https://www.kbc.co.ke/wetangula-lauds-elevation-of-bungoma-district-hospital-to-level-6/,2025-05-04T16:47:45+03:00,"Bungoma,Speaker Moses Wetangula","Residents of the Western region are set to benefit from improved access to healthcare following the Cabinet’s decision last week to elevate Bungoma District Hospital to a Level 6 Teaching and Referral Hospital, placing it in the same category as Kenyatta National Hospital in Nairobi. The elevation of the facility now places it under the National Government, translating to installation of ultramodern equipment, better staffing, and access to specialised care. National Assembly Speaker Moses Wetang’ula lauded the move as a game changer. “Our people will no longer have to travel to Eldoret for treatment. Quality healthcare is coming closer to home,” he said. He also urged Kibabii University to seize the opportunity by developing a comprehensive medical program to support the growing health sector in the region. Bungoma Senator David Wakoli echoed the Speaker’s sentiments terming the elevation “a transformative step that will change the lives of our people.” Speaker Wetang’ula also commended government’s recent decision to scrap unofficial fees and discriminatory practices often levelled on those seeking the crucial document. “Every Kenyan deserves an ID, that is a right, not a favour,” Wetang’ula stated. Moving forward, all Form Four students will receive ID cards before exiting school. Wetang’ula also affirmed that the County Government will restructure factory leadership to protect farmers from exploitation. “We will place power back into the hands of those who till the land,” he said. Senator Wakoli supported the call, noting that “coffee farmers have been defrauded by corrupt cooperatives for too long. We must remove these bad actors and help our people reclaim their livelihoods.”"
"Four arrested over MP Charles Were murder, suspects linked to criminal gang",https://www.kbc.co.ke/four-arrested-over-mp-charles-were-murder-suspects-linked-to-criminal-gang/,2025-05-04T16:31:23+03:00,"Kasipul,MP Charles Were","Police have arrested four suspects in connection with the fatal shooting of Kasipul MP Charles Ong’ondo Were. In a statement issued Sunday, National Police Service (NPS) Spokesperson Muchiri Nyaga said the arrests followed a swift operation based on previously gathered leads, which placed the suspects at the crime scene. “Officers from the National Police Service swiftly conducted an operation and successfully arrested four suspects who had been positively placed at the crime scene,” Nyaga said. Police have also recovered crucial evidence believed to be linked to the crime, as well as the perpetrators. The NPS further stated that investigators have identified ties between some of the arrested individuals and the ‘Mjahidin’ gang, which is suspected of involvement in a series of armed robberies in Nairobi’s Eastlands area. “NPS investigators and the technical team are working tirelessly, leveraging their expertise, to establish the motive behind the fatal shooting and to bring all those involved to justice,” said Nyaga. He urged the public to remain calm and avoid speculation, warning that commentary by individuals not directly involved in the case could compromise the integrity of the ongoing investigation. “Moreover, the NPS advises individuals not directly involved in this investigation to refrain from making comments that could hinder ongoing efforts,” Nyaga stated. The NPS has affirmed its committed to holding those responsible to account and delivering justice to Were’s family and the nation."
South Africa exit from DRC to be completed this month,https://www.kbc.co.ke/south-africa-exit-from-drc-to-be-completed-this-month/,2025-05-04T16:21:27+03:00,"Eastern Democratic Republic of Congo,General Rudzani Maphwanya","South African troops withdrawing from the conflict in the eastern Democratic Republic of Congo have begun assembling in Tanzania and most should return home this month, the defence chief said on Sunday. Under the phased withdrawal that started on April 29, the troops are to exit the DRC via Rwanda by road before entering Tanzania, General Rudzani Maphwanya said. From there they will return to South Africa by sea and air by the end of May, he said. The soldiers are part of a regional Southern African Development Community (SADC) force that deployed to the eastern DRC in December 2023 during a resurgence of the M23 armed movement. The M23 now controls swathes of territory in the mineral-rich region. Thirteen trucks with 57 members of the SADC peacekeeping force (SAMIDRC) had already gathered at an assembly point in Tanzania, Maphwanya told reporters. The next group was scheduled for withdrawal next week, he said. “The movement from Tanzania to (South Africa) will be by air for personnel and by sea for cargo,” he said. “Most of the personnel will be nearly complete in South Africa by end of May 2025, except for those who have to oversee the shipping part of the equipment.” SADC decided to end its SAMIDRC mission in mid-March after 17 of its soldiers — most of them South Africans — were killed in M23 offensives in January. They have been stranded there since. The grouping confirmed last week the start of the withdrawal but gave no details. On April 30, a separate evacuation began of hundreds of DRC soldiers and police trapped for months in United Nations bases in Goma after the eastern DRC city was taken by M23 rebels, the International Committee of the Red Cross said. – Leaving nothing behind –
SADC defence chiefs had informed the M23 they would “withdraw… personnel and equipment unconditionally”, Maphwanya said. No SADC equipment would remain. “SADC is not leaving even a pin in eastern DRC,” he added. Officials do not comment on the size of the SAMIDRC deployment but the bulk of the troops come from South Africa, which is estimated to have sent at least 1,300 soldiers. There are also South Africans in the DRC under a separate UN peacekeeping mission. Calls for evacuation began mounting in South Africa after 14 of the country’s soldiers were killed in the region in January. Most were from the SADC mission but at least two were in the UN force. Three Malawian troops in the SADC deployment were also killed, while Tanzania said two of its soldiers died in clashes. The evacuation from the DRC was not a sign of weakness or the abandonment of people caught up in the fighting, Maphwanya said. “Our withdrawal is a technical move that allows peace and mediation to continue.” It came after US President Donald Trump’s senior Africa advisor met Congolese and Rwandan representatives in Qatar last week in what the US said was an effort to end the crisis. UN experts and the United States say the M23 has received military support from Rwanda, an accusation the latter has denied."
Israel army says missile that hit airport area was fired from Yemen,https://www.kbc.co.ke/israel-army-says-missile-that-hit-airport-area-was-fired-from-yemen/,2025-05-04T16:14:28+03:00,"Ben Gurion Airport,Houthi Rebels","The Israeli army confirmed that a missile that struck inside the perimeter of Israel’s main Ben Gurion Airport on Sunday was fired from Yemen, after the Houthi rebels there claimed the attack. “At approximately 9:18 am (0618 GMT) the (Israeli army) identified the launch of a missile from Yemen toward Israeli territory. According to protocol, sirens were sounded in a number of areas in Israel. Several attempts were made to intercept the missile, a hit was identified in the area of Ben Gurion Airport,” the army statement read. More to follow."
British Airways suspends Tel Aviv flights until May 7,https://www.kbc.co.ke/british-airways-suspends-tel-aviv-flights-until-may-7/,2025-05-04T16:06:51+03:00,"British Airways,Houthi Rebels","British Airways said on Sunday it was suspending all flights to and from Tel Aviv until May 7 after a Houthi-claimed missile struck inside the perimeter of Israel’s main international airport. “We continually monitor operating conditions and have made the decision to suspend all our flights to and from Tel Aviv, up to and including BA405 on Wednesday, 7 May,” the airline said in a statement sent to AFP. More to follow."
Two dead as small plane crashes into California neighborhood,https://www.kbc.co.ke/two-dead-as-small-plane-crashes-into-california-neighborhood/,2025-05-04T16:03:18+03:00,"Los Angeles,Plane crash in California","A small plane has crashed into a backyard of a residential neighborhood in southern California, killing two people onboard and damaging homes, local authorities said. The Ventura County Fire Department said firefighters received reports Saturday afternoon of a single-engine aircraft that had crashed into two houses in Simi Valley, northwest of Los Angeles. Police and the medical examiner’s office “verified there were two passengers in the aircraft, both of whom were fatally injured in the accident,” the county fire department wrote on X. The two homes were occupied at the time of the crash but no injuries to residents were reported, the fire department said. Photo and video images posted by the department showed firefighters on top of a house with holes in the roof, a fence and brick wall between residences knocked down, and the tops of trees sheared off. The Simi Valley Police Department said officers had located the plane “in the backyard of a residence.” Police told CBS News that the pilot, a passenger and a dog were aboard when the plane crashed at around 2:00 pm. The Federal Aviation Administration said, according to CBS, that the plane was a Van’s RV-10, which had taken off from William J. Fox Airfield in Los Angeles County and was heading to Camarillo Airport in neighboring Ventura County. In January, a Van’s RV-10, a small plane with four seats, crashed into a commercial building near Fullerton Municipal Airport southeast of Los Angeles, killing at least two people and injuring 18 others."
Tourism Ministry announces public participation on wildlife conservation law review,https://www.kbc.co.ke/tourism-ministry-announces-public-participation-on-wildlife-conservation-law-review/,2025-05-04T13:55:32+03:00,"Ministry of Tourism and Wildlife,Wildlife Conservation and Management Act (CAP 376)","The Ministry of Tourism and Wildlife has announced a public participation exercise across the country as part of the ongoing review of the Wildlife Conservation and Management Act (CAP 376). In a public notice, the State Department for Wildlife said the review aims to align the law with the Constitution of Kenya, particularly regarding the roles and responsibilities of national and county governments in wildlife management. It also seeks to harmonize the Act with the National Wildlife Policy 2020, the National Wildlife Strategy 2030, and other relevant policy frameworks. The exercise will help address emerging issues in the wildlife sector, reengineer conservation and management approaches, provide legal clarity, and enhance economic opportunities linked to wildlife resources. The public participation exercise is scheduled to take place from May 7 to May 25, 2025, at designated venues in all 47 counties. See schedule below;"
"We’ll not take it lying down, ODM leaders demand probe into MP Were’s killing",https://www.kbc.co.ke/well-not-take-it-lying-down-odm-leaders-demand-probe-into-mp-weres-killing/,2025-05-04T14:20:50+03:00,"Gladys Wanga,MP Charles Were","ODM leaders have demanded a thorough and transparent investigation into the killing of Kasipul MP Charles Ong’ondo Were, who was gunned down by unknown assailants on Wednesday evening near the City Mortuary roundabout in Nairobi. The leaders described the incident as a politically motivated assassination and accused state agencies of failing to act on multiple reports the legislator had made about threats to his life. Led by ODM Chairperson and Homa Bay Governor Gladys Wanga, the leaders have threatened to withdraw support from the broad-based government if the killers of the MP are not identified and brought to justice before his burial. “We will not take it lying down, it will not happen. We have counted one too many but this is now a wrong number. Were had his people, Were was killed like a chicken, he was humiliated like a thief and Were never stole from anybody,” said wanga Wanga also claimed there is an active online campaign to mislead the public about the circumstances surrounding Were’s death. “The disinformation that has flooded social media is not by coincidence. It is well orchestrated, it well mobilized, it is well funded, it is well run and the idea is to cover up the murder of Were,” she said. Wanga further disclosed that Were had, on numerous occasions, reported threats to his life, including formal communication to the Inspector General of Police. “Times that we cannot count Were reported that his life was in danger, I know that he even wrote to the Inspector General of Police and I want the IG of Police to tell us, when Were reported all these issues what did he do about it?” she posed. National Assembly Minority Leader and Suna East MP Junet Mohamed termed the incident a politically motivated assassination intended to silence Were. “Sisi kama ODM we are demanding to know what was the motive, who was behind it and what are the reasons why our MP Ong’ondo Were was killed. Tunataka kujua nani amekua nyuma yake, motive ni nini na kwanini amefanya njama ya kuua kiongozi wetu.” So far, police have arrested one suspect linked to the murder and recovered a getaway vehicle used during the incident."
Ruto kicks off three-day development tour of Migori County,https://www.kbc.co.ke/ruto-kicks-off-three-day-development-tour-of-migori-county/,2025-05-04T18:50:31+03:00,"Migori tour,President William Ruto","President William Ruto has begun a three-day working tour of Migori County. The visit, which runs from May 4 to 6, will see the Head of State traverse Suna East, Suna West, Rongo, Uriri, and Awendo constituencies. During the tour, President Ruto is expected to launch and commission several development projects, including the commissioning of the Stella-Gogo-Sibuoche tarmac road and the groundbreaking of a 200-unit affordable housing scheme in Uriri Constituency. He will also inspect various healthcare initiatives and infrastructure development projects across the five constituencies. On March 26, the President met with Western Kenya leaders at State House, where he reaffirmed the government’s commitment to an inclusive development agenda, particularly the revival of the region’s sugar sector. The visit marks Ruto’s continued efforts to strengthen his political presence in ODM strongholds following the signing of a cooperation agreement with ODM leader Raila Odinga. The tour is also seen as part of his broader strategy to consolidate support in the vote-rich region amid emerging political realignments ahead of the 2027 general election."
Nyandarua family appeals for help as 17-year-old son battles cancer,https://www.kbc.co.ke/nyandarua-family-appeals-for-help-as-17-year-old-son-battles-cancer/,2025-05-04T10:48:05+03:00,"Appeal for help,cancer","A family in Mugathika village, Rurii Ward, Olkalou Constituency, Nyandarua County, is grappling with emotional and financial strain after their 17-year-old son, Gidraf Mugo Kamande, was diagnosed with stage 2 brain cancer. What started as a small, painless pimple on Mugo’s head gradually enlarged, prompting the family to seek medical attention. After visiting several hospitals, including Olkalou JM County Referral and Nyahururu County Referral, Mugo was referred to Kijabe Mission Hospital, where he has been receiving treatment since June last year. His father, Isaac Kamande, says he has sold all his livestock to cover medical costs and is now left with no resources to continue Mugo’s treatment. “We have exhausted everything. We’re now appealing to well-wishers and leaders in Nyandarua County to help us raise funds so that Mugo can resume treatment, possibly even seek specialised care in another hospital,” he said. Mugo’s mother, Jane Kamande, expressed deep concern over her son’s worsening condition. “Since his last hospital visit, more tumours have developed on his head, and they are growing larger by the day,” she revealed. Mugo has undergone several surgeries, including the removal of his adrenal artery, which has resulted in the spread of fluid-like masses on his head. The disease has severely disrupted Mugo’s education at Mukindu Day Secondary School, where he was set to sit for national exams this year. His dream of becoming a doctor is now in jeopardy. “He can barely sleep due to the pain. I have to stay up most nights taking care of him,” Jane added. The family is calling on Kenyans of goodwill to support Mugo’s medical journey. Donations can be sent to: Bank: Family Bank
Account Name: Jane Kamande
Account Number: 037000020045
Branch: Ol’Kalou Or via M-Pesa, phone number: 0720 797 615 (Registered under Jane Kamande)."
Singapore ruling party wins election in landslide,https://www.kbc.co.ke/singapore-ruling-party-wins-election-in-landslide/,2025-05-04T09:04:08+03:00,"Prime Minister Lawrence Wong,Singapore","Singapore’s ruling People’s Action Party (PAP) has won a landslide victory in the country’s general election, giving Prime Minister Lawrence Wong a strong mandate to lead. The party won 87 out of 97 seats in Parliament, with 65.57 percent of the more than 2.4 million votes cast. This gives Wong solid support to guide the country through tough times, especially with worries about new trade tariffs from the United States. “Singaporeans gave the PAP a strong mandate to govern,” Wong told a news conference hours after the official results were announced. “The results will put Singapore in a better position to face this turbulent world,” he said, adding they were a “clear signal of trust, stability and confidence in your government”. This was Wong’s first major election since becoming prime minister last year, taking over from Lee Hsien Loong. Wong warned that new US tariffs could hurt Singapore’s economy and asked voters to support him so he could keep the country open and competitive. Even though more young voters are listening to the opposition, and PAP has faced some scandals, the party still increased its support compared to the 2020 election. The Workers’ Party (WP), the largest opposition group, hoped to gain more seats but only kept its previous 10. The party had attracted large crowds during the campaign, but it didn’t turn into more votes. PAP has ruled Singapore since its independence and is known for keeping the country stable and wealthy. However, it has also been criticised for limiting free speech and political competition. Wong’s strong leadership during the COVID-19 pandemic helped boost his popularity. With this big win, he now has the power to make important changes to protect Singapore’s economy from global problems."
"Australian PM basks in win, vows ‘orderly’ government",https://www.kbc.co.ke/australian-pm-basks-in-win-vows-orderly-government/,2025-05-04T08:49:38+03:00,"Australia,Prime Minister Anthony Albanese","Australia’s left-leaning Prime Minister Anthony Albanese basked Sunday in his landslide election win, promising a “disciplined, orderly” government to confront cost-of-living pain and tariff turmoil. Residents clapped as the 62-year-old and his fiancee Jodie Haydon visited his old inner Sydney haunt, Cafe Italia, surrounded by a crowd of jostling photographers and TV journalists. Albanese’s Labor Party is on course to win at least 82 seats in the 150-member parliament, partial results showed. Opposition leader Peter Dutton’s conservative Liberal-National coalition had just 36 seats, and other parties 12. Another 20 seats were still in doubt. “We will be a disciplined, orderly government in our second term,” Albanese said, after scooping ice cream for journalists in a cafe he used to visit with his mum. “She would be very proud,” Albanese said of his late, single mother Maryanne, who raised him in a modest government-subsidised Sydney flat. “We’ve been given a great honour of serving the Australian people, and we don’t take it for granted, and we’ll work hard each and every day,” he said. Dutton, a hard-nosed former policeman — who critics tagged “Trump-lite” for policies that included slashing the civil service — endured the rare humiliation of losing his own seat. US President Donald Trump’s trade tariffs, and the chaos they unleashed, may not have been the biggest factor in the Labor Party victory — but analysts said they helped. “If we want to understand why a good chunk of the electorate has changed across the election campaign over the last couple of months, I think that’s the biggest thing,” said Henry Maher, a politics lecturer at the University of Sydney. “In times of instability, we expect people to go back to a kind of steady incumbent.” The scale of Albanese’s win took his own party by surprise. “It’s still sinking in,” Treasurer Jim Chalmers said. “This was beyond even our most optimistic expectations. It was a history-making night. It was one for the ages,” Chalmers told national broadcaster ABC. But the win came with “healthy helpings of humility”, he said, because under-pressure Australians want “stability in uncertain times”. Albanese has promised to embrace renewable energy, cut taxes, tackle a worsening housing crisis, and pour money into a creaking healthcare system. Dutton wanted to slash immigration, crack down on crime and ditch a longstanding ban on nuclear power. Before the first vote was even counted, speculation was mounting over whether the 54-year-old opposition leader could survive an election loss. “We didn’t do well enough during this campaign. That much is obvious tonight and I accept full responsibility,” Dutton told supporters in a concession speech. Economic concerns have dominated the contest for the many Australian households struggling to pay inflated prices for milk, bread, power and petrol. “The cost of living — it’s extremely high at the moment… Petrol prices, all the basic stuff,” human resources manager Robyn Knox told AFP in Brisbane. The 36-day campaign was a largely staid affair but there were moments of unscripted levity. Albanese tumbled backwards off the stage at a heaving campaign rally, while Dutton drew blood when he hit an unsuspecting cameraman in the head with a stray football. Leaders around the world congratulated Albanese on his triumph. US Secretary of State Marco Rubio said he hoped to “promote freedom and stability in the Indo-Pacific” with Australia,  a “valued ally, partner, and friend of the United States”. An unnamed Chinese foreign ministry spokesperson said Beijing was “ready to work” with Australia’s government. Albanese said he had spoken with the prime ministers of Papua New Guinea and New Zealand, and received “some good text messages” from leaders in Britain, France, “and a range of others”. The premier said he planned to speak with the leaders of Indonesia and Ukraine, promising to back Kyiv against Russia’s invasion: “That’s my government’s position. It was yesterday. It still is.”"
Changan unveils full brand lineup and NEV innovations at Auto Shanghai 2025,https://www.kbc.co.ke/changan-unveils-full-brand-lineup-and-nev-innovations-at-auto-shanghai-2025/,2025-05-04T19:48:26+03:00,,"Auto Shanghai 2025 opened on April 23, with Changan Automobile drawing considerable attention by unveiling its full range of brands and latest new energy vehicles (NEVs) innovations to over 600 media outlets and 500 global partners. During the event, CHANGAN unveiled its latest achievements and future strategy through three major initiatives: the “Shangri-La Plan” for new energy, the “Dubhe Plan” for intelligent tech, and the “Vast Ocean Plan” for global expansion. Its three core brands—CHANGAN, AVATR, and DEEPAL—showcased their latest products. Among the highlights at CHANGAN’s booth was the Q07, a mid-size SUV that made its debut equipped with the advanced Deepseek model. The Q07 impresses with its expansive space, extended driving range, and next-generation smart features. AVATR, CHANGAN’s high-end smart new energy vehicle brand, presented the newly launched AVATR 06, along with other models, including the AVATR07, 11, and 12. These models are powered by advanced smart driving technology and feature distinctive designs. Meanwhile, DEEPAL, targeting younger, tech-savvy consumers, unveiled its first full-size SUV, the DEEPAL S09. This model combines style, safety, and an exhilarating driving experience, all while showcasing the brand’s commitment to delivering value to its target market. Zhu Huarong, Chairman of Changan Automobile, took the stage to share the company’s ambitious global strategy. “CHANGAN will introduce 45 new products globally over the next five years, with a sales target of 5 million vehicles by 2030,” he announced. In 2024, CHANGAN achieved an overseas sales volume of 536,000 vehicles, marking an impressive 47.9% year-on-year growth and securing a spot among the top three Chinese automobile exporters. Songvit Titipoonya, CEO of Eternity at One, AVATR, and DEEPAL’s distributor in Thailand, shared that the first 500 AVATR buyers were former loyalists of top Japanese and European brands. Their positive experience with the premium EV has sparked strong word-of-mouth, aligning perfectly with AVATR’s high-end positioning in the Thai market. Lee Barret, an independent content creator from the UK, recently visited CHANGAN’s Nanjing factory and attended its release conference. Sharing his views on Chinese EVs, he remarked,  “I think European cars lag somewhat behind Chinese EV brands. Chinese brands over the last few years have rocketed in not just quality but their technology, and I think they are some of the best cars in the world now.” As part of its high-quality growth strategy, CHANGAN has embedded sustainability into its core operations. Its debut on the “China ESG Listed Companies Pioneer 100” list highlights the company’s commitment to environmental, social, and governance (ESG) goals. Looking ahead, CHANGAN plans to invest over 200 billion yuan (approx. USD 27.43 billion) in the next decade to build a next-gen automotive tech ecosystem. The plan includes expanding its R&D team by 10,000, developing smart automotive robots, testing flying cars by the end of the year, and launching humanoid robots by 2028."
Iran condemns alleged Israeli drone attack on Gaza-bound aid ship,https://www.kbc.co.ke/iran-condemns-alleged-israeli-drone-attack-on-gaza-bound-aid-ship/,2025-05-03T22:04:08+03:00,"Drone Attack,GAZA","Iranian Foreign Ministry spokesman Esmaeil Baghaei on Saturday condemned a drone attack, allegedly carried out by Israel, on a ship carrying humanitarian aid to Gaza. He referred to an incident reported by the international non-governmental organization Freedom Flotilla Coalition, which said its Gaza aid ship “Conscience” was bombed by drones in international waters off the coast of Malta early on Friday, blaming the strike on Israel. In a statement released by his ministry, Baghaei said the attack on the ship was carried out in line with Israel’s plan against the Palestinians and to ensure the continuation of the Gaza aid blockade, calling it “a clear crime against Palestinians and a terrorist action against maritime security and safety.” He stressed that depriving Gaza residents, particularly children, women, and the wounded, of food, water, and medicines was considered “a clear instance of war crimes and crimes against humanity.” Baghaei also described the United States and other supporters of Israel as accomplices in “these crimes,” voicing Iran’s solidarity with the “oppressed” Palestinians in Gaza and the West Bank. On Friday, Malta’s government confirmed that maritime authorities had received a distress call from a vessel outside the country’s territorial waters and offered immediate assistance. Local media said the vessel’s crew members were rescued, with no injuries reported. The media reports noted that an Israeli military aircraft hovered around Malta hours before the vessel was attacked. Israel has not officially commented on the incident or related reports so far."
RSF kills at least 300 in Sudan in 2 days,https://www.kbc.co.ke/rsf-kills-at-least-300-in-sudan-in-2-days/,2025-05-04T10:27:42+03:00,"Dagalo,Mohamed Hamdan Dagalo","At least 300 people were killed in attacks by the paramilitary Rapid Support Forces (RSF) on the city of Al-Nuhood in West Kordofan State, southwestern Sudan, the Sudanese Foreign Ministry said on Saturday. A ministry statement said the attacks occurred over the past two days and accused the RSF of committing “crimes against humanity,” with the killings “carried out on an ethnic basis.” The ministry also reiterated its call for the United Nations Security Council and other international actors to end what it called “leniency” toward the RSF’s actions. The RSF has not yet responded to the allegations."
