headline,url,published_at,tags,content
Pathologists to conduct autopsy on slain Kasipul MP today,https://www.kbc.co.ke/pathologists-to-conduct-autopsy-on-slain-kasipul-mp-today/,2025-05-05T07:57:58+03:00,"Kasipul MP Charles Ong'ondo Were,Postmortem","Pathologists, led by Dr. Johansen Oduor, the Government’s Chief Pathologists are set to a conduct a postmortem on the body of slain Kasipul Member of Parliament Charles Ong’ondo Were today (Monday). “An autopsy led by Chief Government Pathologist Dr. Johansen Oduor is scheduled for Monday, May 5, 2025, to provide further insights into the cause of death and support the investigation,” the DCI said Friday through a statement. The investigative agency said that it had forensically reconstructed the late MP’s movements from Parliament before meeting his death. Ong’ondo Were was shot dead on Wednesday by unknown gunman along Ngong Road who was reportedly on a motorcycle. According to DCI, its investigations which are currently ongoing have yielded significant leads, enabling detectives narrow down to potential suspects. “While the motive for this heinous act remains under investigation, preliminary investigations suggest that this was a premeditated act. The DCI is pursuing all angles to uncover the circumstances surrounding this incident,” the statement further read.
Inspector General of Police Douglas Kanja, who was at the hospital and Lee funeral home alongside DCI Boss Amin Mohammed, affirmed that a manhunt for the suspects has begun, citing the incident was premeditated and well planned. In February this year, the late Kasipul legislator in an interview with KBC Channel 1 said his life was in danger. No suspects have been apprehended so far as investigations continue."
Security scare as shoe hurled at President Ruto during Migori tour,https://www.kbc.co.ke/security-scare-as-shoe-hurled-at-president-ruto-during-migori-tour/,2025-05-05T10:12:08+03:00,"Migori County,President William Ruto","A major security scare marred President William Ruto’s tour of Migori County on Sunday evening after an object, believed to be a shoe, was hurled at him during a public event in Kuria West. Security officers swiftly moved in, arresting three individuals suspected to be behind the incident. The President was unharmed, and the event continued without further disruptions. The incident occurred as President Ruto was launching a 200-unit affordable housing project in Kehancha in Kuria West Constituency as part of his ongoing three-day working tour of Migori County that began on May 4. The visit, which runs through May 6, is aimed at commissioning key development projects and inspecting government initiatives across Suna East, Suna West, Rongo, Uriri, and Awendo constituencies. Following the scare, security around the Head of State was visibly heightened, with officers tightening control over the remaining itinerary. The tour is part of President Ruto’s broader push to cement support in ODM strongholds after his recent cooperation pact with opposition leader Raila Odinga. It also follows a March 26 meeting with Western Kenya leaders at State House, where Ruto reaffirmed his commitment to regional development, including reviving the ailing sugar sector. Despite the scare, the President is expected to proceed with the launch of key infrastructure projects such as the Stella-Gogo-Sibuoche tarmac road and various healthcare initiatives in the county. Local authorities say investigations into the motive behind the attempted attack are ongoing."
"Ruto says Kenya Kwanza-ODM pact meant to unite country, spur development",https://www.kbc.co.ke/ruto-says-kenya-kwanza-odm-pact-meant-to-unite-country-spur-development/,2025-05-04T18:48:09+03:00,"Kenya Kwanza-ODM pact,President Wiliam Ruto","The agreement between Kenya Kwanza and the Orange Democratic Movement to work together is aimed at making it easier to implement a transformative development agenda, President William Ruto has said. The President said the partnership is helping to confront socio-economic and political challenges that have held Kenya back in the past 60 years, and not about benefitting individual politicians or political parties. Speaking at Kadika Primary School in Suna East, Migori County, during an inter-denominational prayer service on Sunday, President Ruto pointed out that the commitment he and ODM leader Raila Odinga signed to is meant for the common good of all Kenyans. “There is greater benefit in collaboration than competition for individual success,” he said. Additionally, he said national unity holds far greater value than personal political victories. “ODM members should know that this government belongs to them just as it belongs to UDA members and everyone else,” he said. Condoling with the family and the people of Kasipul following the recent murder of MP Charles Were, President Ruto warned that lawlessness and violence cannot be allowed to be part of Kenya’s culture. Saying peace and stability are important ingredients of progress, the President assured Kenyans that the killers of the slain MP and their collaborators will be pursued and the law will take its course. “They will not have anywhere to hide; they will not succeed. We must bring them to book,” he said. Meanwhile, President Ruto called for teamwork and unity among all Kenyans, saying tribalism has no room in the modern day Kenya. The President explained that political rivalry should not hinder development projects meant to uplift communities. “Our focus must be on building roads, improving healthcare, creating jobs, and ensuring that no part of Kenya is left behind,” he said. Treasury Cabinet Secretary John Mbadi criticised those undermining the broad-based government, saying it has greatly helped the region get major development projects like other parts of the country. “If you want to understand Raila Odinga’s body language, listen to what Oburu is saying. If you want to read his body language even more closely, listen to what Junet and I are saying. Forward ever, backward never,” he said. Energy Cabinet Secretary Opiyo Wandayi commended the partnership between ODM and UDA that led to the broad-based government, saying it is well guided. “I want to make it clear today that this partnership is well organised. We have no apologies or regrets on what we have done,” the minister said. He accused the naysayers of mischief, adding that they were dreaming if they imagined that there would be a turning back from the broad-based arrangement. “Their true friends are known,” he said. National Assembly Minority Leader Junet Mohammed dismissed the newly formed opposition alliance, mocking it as “directionless and lacking a clear plan for Kenyans”. Mr Mohammed said it was surprising that the coalition’s leaders have yet to point out what they plan to do for the people. Responding to the “Ruto Must Go” slogan popularised by the group, Mr Mohammed remarked that such calls have lost meaning over time. “That slogan doesn’t need launching. You can just shout it into a microphone in Nairobi. We have heard it for years. They said ‘Moi Must Go’ when I was in primary school. We said ‘Uhuru Must Go’ until he completed his term,” he said. The MP further assured President Ruto of ODM’s unwavering support, distancing himself from “the few critical voices” in ODM party. “I want to remind some ODM leaders, who sometimes go overboard, that there is no place for insulting the government or the President. That is their own MOU,” Mr Mohammed said. Siaya Senator Oburu Oginga lashed out at Governor James Orengo over his recent criticism of the broad-based government, daring him to leave the ODM if he was dissatisfied. The senator reminded Mr Orengo that the party’s decision to join the government was a collective resolution, not an individual choice. “When my governor stands up and says he is annoyed, I don’t know with whom. He claims he just wants to speak the truth and I ask myself: What truth?” Mr Oginga Governor Achilo Ayako said residents of Migori County residents are firmly behind the broad-based government for prosperity. After the church service, President Ruto opened the Suna West Sub-County Office in Piny Oyie. He later laid the foundation stone for the Suna West Technical Training College, which will enhance access to technical training in the constituency. And while in Kehancha, Kuria West, President Ruto launched the construction of Affordable Housing Project. Several MPs and MCAs accompanied the President."
"Work with Ruto for unity and prosperity, Mudavadi tells Mt Kenya",https://www.kbc.co.ke/work-with-ruto-for-unity-and-prosperity-mudavadi-tells-mt-kenya/,2025-05-04T18:39:26+03:00,"Mt Kenya,PCS Musalia Mudavadi","Prime Cabinet Secretary and Cabinet Secretary for Foreign Affairs Musalia Mudavadi has called on the people of Mt Kenya region to join other Kenyans in forging for the unity of the country. He said the prosperity of Kenya is hinged on the unity of purpose that will propel development across the country. He further challenged the region to solidify their support on President William Ruto for he means well for the region. He was speaking when he attended a church service at the African Independent Pentecostal Church of Africa in Othaya, Nyeri County. “Kuna wakati wa enzi za rais wa tatu Mwai Kibaki, watu walikuwa wakilalamika sana kwamba headlines za gazeti zinabadilika sana. Kibaki akasema leteni gazeti zote za wiki, na kuagiza kila headline isomwe. Mwisho akasema mnaona kila siku headline inabadilika, kwa hivyo headline isiwafanye mkose kufanya kazi. Focus is very key since the headline that does not change the unity and development of all Kenyans,” said Mudavadi. “Na nyinyi watu wa mlima mkiteleza, mjue sisi tuko tayari tutachukua. Tunawaambia ukweli better  a bird in hand than 10 in the bush. Many regions are saying we wish we had just a fraction of what Mt Kenya region has. So you need to work with the President who has a lot of faith in the people of this region,” he added. Mudavadi noted that communities should not only support the government when one of their own holds the top seat, arguing that such a mindset undermines national unity. “Regions like Western Kenya have never ruled this country but they support the government, so this notion of you have to support the government because one of your own is at the helm, is not the correct philosophy for a united Kenya,” he stated."
"Four arrested over MP Charles Were murder, suspects linked to criminal gang",https://www.kbc.co.ke/four-arrested-over-mp-charles-were-murder-suspects-linked-to-criminal-gang/,2025-05-04T16:31:23+03:00,"Kasipul,MP Charles Were","Police have arrested four suspects in connection with the fatal shooting of Kasipul MP Charles Ong’ondo Were. In a statement issued Sunday, National Police Service (NPS) Spokesperson Muchiri Nyaga said the arrests followed a swift operation based on previously gathered leads, which placed the suspects at the crime scene. “Officers from the National Police Service swiftly conducted an operation and successfully arrested four suspects who had been positively placed at the crime scene,” Nyaga said. Police have also recovered crucial evidence believed to be linked to the crime, as well as the perpetrators. The NPS further stated that investigators have identified ties between some of the arrested individuals and the ‘Mjahidin’ gang, which is suspected of involvement in a series of armed robberies in Nairobi’s Eastlands area. “NPS investigators and the technical team are working tirelessly, leveraging their expertise, to establish the motive behind the fatal shooting and to bring all those involved to justice,” said Nyaga. He urged the public to remain calm and avoid speculation, warning that commentary by individuals not directly involved in the case could compromise the integrity of the ongoing investigation. “Moreover, the NPS advises individuals not directly involved in this investigation to refrain from making comments that could hinder ongoing efforts,” Nyaga stated. The NPS has affirmed its committed to holding those responsible to account and delivering justice to Were’s family and the nation."
"We’ll not take it lying down, ODM leaders demand probe into MP Were’s killing",https://www.kbc.co.ke/well-not-take-it-lying-down-odm-leaders-demand-probe-into-mp-weres-killing/,2025-05-04T14:20:50+03:00,"Gladys Wanga,MP Charles Were","ODM leaders have demanded a thorough and transparent investigation into the killing of Kasipul MP Charles Ong’ondo Were, who was gunned down by unknown assailants on Wednesday evening near the City Mortuary roundabout in Nairobi. The leaders described the incident as a politically motivated assassination and accused state agencies of failing to act on multiple reports the legislator had made about threats to his life. Led by ODM Chairperson and Homa Bay Governor Gladys Wanga, the leaders have threatened to withdraw support from the broad-based government if the killers of the MP are not identified and brought to justice before his burial. “We will not take it lying down, it will not happen. We have counted one too many but this is now a wrong number. Were had his people, Were was killed like a chicken, he was humiliated like a thief and Were never stole from anybody,” said wanga Wanga also claimed there is an active online campaign to mislead the public about the circumstances surrounding Were’s death. “The disinformation that has flooded social media is not by coincidence. It is well orchestrated, it well mobilized, it is well funded, it is well run and the idea is to cover up the murder of Were,” she said. Wanga further disclosed that Were had, on numerous occasions, reported threats to his life, including formal communication to the Inspector General of Police. “Times that we cannot count Were reported that his life was in danger, I know that he even wrote to the Inspector General of Police and I want the IG of Police to tell us, when Were reported all these issues what did he do about it?” she posed. National Assembly Minority Leader and Suna East MP Junet Mohamed termed the incident a politically motivated assassination intended to silence Were. “Sisi kama ODM we are demanding to know what was the motive, who was behind it and what are the reasons why our MP Ong’ondo Were was killed. Tunataka kujua nani amekua nyuma yake, motive ni nini na kwanini amefanya njama ya kuua kiongozi wetu.” So far, police have arrested one suspect linked to the murder and recovered a getaway vehicle used during the incident."
Politicians funding and fanning cattle rustling on the spot,https://www.kbc.co.ke/politicians-funding-and-fanning-cattle-rustling-on-the-spot/,2025-05-04T01:19:50+03:00,"Banditry,Cattle rustling","A newly released report by the Ministry of Interior and National Administration has laid bare the deadly and growing nexus between politics, the commercialisation of banditry and a crisis that continues to devastate pastoralist communities in Kenya. The report paints a grim picture of how political incitement and black-market livestock economics have sustained a cycle of violence, characterised by maiming, death, displacement and economic disenfranchisement of pastoral communities whose livelihoods depend on livestock. Interior CS Kipchumba Murkomen interacts with wananchi on the sidelines of a security meeting at Kampi Samaki,Baringo County on May 2 2025. “Let us shun all acts of political incitement and revenge,” Interior and National Administration Cabinet Secretary Kipchumba Murkomen said as he released the report detailing the countrywide status of efforts to combat cattle rustling. “I urge political leaders to stop playing politics with such important national security concerns,” he added. Covering the first quarter of 2025, the report notes a sharp decline in livestock theft, from 263 incidents in the same period last year to 167 this year. The number of stolen livestock dropped from 8,557 to 4,935. While the data points to progress, the criminals continue to unleash terror. “These gains are the result of the concerted efforts of our security officers, including the National Police Reservists, who have worked tirelessly in close collaboration with local communities,” Murkomen stated. Murkomen, who was captured on camera engaging residents in Marigat, Baringo County, is seen in widely circulated footage interacting with locals, among them an elderly man representing the community. Referring to the security meeting held at Kampi ya Samaki with officers from the National Police Service, National Government Administration Officers, and National Police Reservists, the old man said, “Thank you for coming here today… We have persevered. We have a big problem, and we do not want it to spread. Our agenda number one is peace, number two is peace,  agenda number three is peace.” Despite the series of consultative security meetings, the attacks continued. Bandits struck again in Chemoi, Baringo North, killing two people and seriously injuring eight others, including a National Police Reservist. This came just a week after a similar attack on the Marigat to Tangulbei road, where a woman was killed and three others were injured. Referencing the quarterly report, the Cabinet Secretary noted, “Unfortunately, as a result of these criminal acts, 21 persons, one police officer, eight civilians and twelve suspects, were killed in the first quarter of the year 2025 compared to 58 persons who unfortunately died in the same period in 2024.” The report underscores that banditry remains a deeply entrenched national security threat. The Cabinet Secretary identified three main acts that continue to fuel the criminal activity: “political interference and incitement, the commercialisation of banditry through accessible markets for stolen livestock, and the proliferation of illicit small arms and light weapons.” He also cited other contributing factors, including resource-based conflicts over water and pasture, land boundary disputes, and remote criminal hideouts worsened by poor infrastructure. “The government is working hard to set aside resources for infrastructure development, including schools, and to provide our security officers with better equipment and resources to tackle these challenges,” he said. As Kenya moves into the next quarter of 2025, Murkomen affirmed the government’s resolve to maintain momentum in the war against banditry. But the call was clear: those funding or fanning the flames of violence under the guise of politics must stop."
"Kenya calls for global media partnerships to shape ethical, diverse future",https://www.kbc.co.ke/kenya-calls-for-global-media-partnerships-to-shape-ethical-diverse-future/,2025-05-03T22:25:23+03:00,"Audio Visual,INDIA","Kenya’s Cabinet Secretary for Information, Communications and  the Digital Economy William Kabogo has expressed Kenya’s position as a creative powerhouse ready to shape a diverse, ethical and forward-looking media landscape. The Cabinet Secretary who spoke at the Global Media Dialogue held during the inaugural  World Audio Visual Entertainment Summit (WAVES) 2025 in Mumbai, India highlighted the transformative potential of media and entertainment in driving development, cross-cultural understanding and innovation. “With 44 distinct communities and a rich storytelling tradition—from Nairobi’s vibrant film scene to the soulful rhythms of benga music—Kenya is amplifying African voices. We invite global partners to invest in African content that connects, uplifts and inspires”, he declared. Kabogo showcased Kenya’s pioneering policies, including tax incentives, expanded connectivity and platforms like M-Pesa, which empower creators through digital monetisation. He stressed the need for global cooperation to protect intellectual property, bridge the digital divide, and uphold creators’ rights across the Global South. In a world where misinformation threatens stability, Kabogo stressed the urgency of joint efforts to safeguard truth. “Kenya advocates for ethical standards, AI verification tools and harmonised content policies to combat misinformation, especially during elections and crises”, he noted. Cultural exchange, he argued, remains a vital bridge between nations, adding that through Diaspora networks, regional partnerships and co-productions, Kenya is fostering mutual respect and global unity. “At the heart of this vision is the youth, who are mastering digital skills and building Africa’s next generation of media platforms. I  urge the world to partner with Kenya’s thriving tech ecosystem to harness this potential”, said the Cabinet Secretary. Proposing a global repository of best practices, Kabogo envisioned a platform for sharing knowledge and fostering ethical, inclusive and sustainable innovation. “Let us commit to a media landscape that is diverse, ethical, and forward-looking. Kenya stands ready to lead, to partner and to co-create a new chapter for global media.” The Global Media Dialogue convened government leaders to explore media’s role in development, innovation, and peace-building, with a focus on emerging technologies, inclusivity and international collaboration."
Mudavadi urges Western region to back Ruto in 2027,https://www.kbc.co.ke/mudavadi-urges-western-region-to-back-ruto-in-2027/,2025-05-03T15:24:54+03:00,"2027,PCS Musalia Mudavadi","Prime Cabinet Secretary Musalia Mudavadi has rallied the Western region to unite and support President William Ruto’s re-election bid in 2027. Speaking during a fundraising and empowerment event in Vihiga County hosted by Woman Representative Beatrice Adagala, Mudavadi urged leaders from the region to close ranks and focus on a shared political direction. “The Western region must unite and speak with one voice. We are stronger when we walk together,” Mudavadi stated. The event brought together key leaders from the Western region, including National Assembly Speaker Moses Wetang’ula and Sirisia MP John Walukhe, as the region strategises its political direction ahead of the 2027 general election. Wetang’ula echoed the calls for unity, stating that the that region stands to benefit more by speaking with one voice on matters of national development. “We have been in politics for some time and we know that in politics, however wise you are, without the people you amount to nothing. As a region, we must walk together and speak the same language in development matters as we rally behind President William Ruto,” Wetang’ula stated. On his part, MP Walukhe defended the Constituency Development Fund (CDF), warning against any attempts to abolish it. He argued that the fund continues to support development projects at the grassroots level especially in education and infrastructure."
National Assembly to hold hearings on NG-CDF from Monday,https://www.kbc.co.ke/national-assembly-to-hold-hearings-on-ng-cdf-from-monday/,2025-05-03T14:13:46+03:00,"National Assembly,NG-CDF hearings","Kenyans will from Monday have a chance to determine the fate of the National Government Constituencies Development Fund (NG-CDF) as the National Assembly begins public hearings on whether to scrap or entrench the fund in the Constitution. The hearings, part of the public participation process on the proposed Constitution of Kenya (Amendment) Bill No. 4 of 2025, will take place across all 290 constituencies and 47 counties from May 5 to May 7. The bill seeks to entrench NG-CDF, the Senate Oversight Fund, and the National Government Affirmative Action Fund (NGAAF) into the Constitution. According to a notice by Parliament, the forums will be conducted between 8:00 am and 5:00 pm in each of the constituencies and at the offices of all 47 County Women Representatives. “The National Assembly is inviting YOU to take part in a Public Partcipation Exercise on the proposed Constitution of Kenya (Amendment) Bill No. 4 of 2025 which seeks to enshrine the National Government Constituencies Fund (NG-CDF), the Senate Oversight Fund, and the National Government Affirmative Action Fund (NGAAF)  into the Constitution of Kenya,” the notice reads. The exercise is expected to gather public views on the continued existence of the funds, which have previously faced legal challenges over constitutional validity. Members of the public who wish to submit written memoranda expressing their views on the bill have been urged to do so by sending an email to cna@parliament.go.ke or constitutionamendment@parliament.go.ke. Submissions can also be mailed to the Clerk of the National Assembly at P.O. Box 41842-00100, Nairobi, or delivered in person to the Main Parliament Buildings. All submissions must be received by Tuesday, June 10, 2025, at 5:00 p.m."
"Politicians inciting violence in Homa Bay must stop, Mbadi says",https://www.kbc.co.ke/politicians-inciting-violence-in-homa-bay-must-stop-mbadi-says/,2025-05-03T11:10:08+03:00,"CS John Mbadi,Homa Bay","Treasury Cabinet Secretary John Mbadi has condemned rising political violence in Homa Bay County following the shooting of Kasipul MP Charles Ong’ondo Were. Speaking during a funeral at Gwassi South Location in Suba South, Homa Bay County, Mbadi urged investigative agencies to move swiftly and apprehend those responsible. The MP was shot dead by unknown gunmen on Wednesday evening near the City Mortuary roundabout in Nairobi. “I’m saddened by what happened to my friend and someone we have worked with in Parliament for seven years. I spoke with the President. He is very annoyed and has given stern instructions that the culprits must be brought to book,” Mbadi said. Mbadi singled out Kasipul and Ndhiwa Constituencies as emerging hotspots for political violence in the county. “There is violence taking root in Homa Bay and we must condemn it. It is not worth it. Don’t take the lives of our people because of a political seat. In Ndhiwa Constituency, people are attacking each other with pangas in the name of politicians,” he said. The CS called out politicians allegedly behind the chaos, saying they must be held accountable and expelled from political parties. “To those politicians promoting violence in Homa Bay County, you must stop. You cannot force people to vote you into power or back to power. Please respect people’s choices, be democratic and persuade people to vote for you,” urged Mbadi. “We will announce publicly that such politicians should not be associated with parties we support. I cannot support a party where a leader in that party is behaving like a hooligan,” he added."
Ruto: Kenya reaping benefits of Bottom Up Agenda,https://www.kbc.co.ke/ruto-kenya-reaping-benefits-of-bottom-up-agenda/,2025-05-03T09:10:36+03:00,"Bottom-Up Economic Transformation Agenda.,President William Ruto","Kenya is reaping the benefits of the Bottom Up Economic Transformation Agenda (BETA) through innovative programmes and policies that the government has been implementing since 2022, President William Ruto has said. The President explained that the country’s economy has stabilised and cited the decline of inflation from 9.6 per cent in 2022 to 3.5 per cent now and increased production of maize, tea and sugarcane, and better prices of coffee and milk. He made the remarks at State House Nairobi, on Friday, when he met Maa community elders and leaders from 10 counties. Governors Joseph ole Lenku of Kajiado, Patrick ole Ntutu (Narok) and Jonathan Lelelit (Samburu), and 25 MPs were present. The President pointed out that the policies his administration has undertaken have led to the improvement of the economy. “I can proudly say the people of Kenya, through the decisions we have made collectively, are reaping the fruits because the economy is now stable, ” he pointed out. He urged the elders to ensure that parents take children to school without discrimination over gender. “Education is critical and the Maa community should not be left behind. You should take all children to school, boys and girls, without discrimination,” President Ruto said. He also asked leaders to discourage divisive politics and embrace unity for the sake of peace and cohesion. “As Kenyans, we should unite and discourage politics based on tribalism if we have to address challenges facing our people collectively, ” said President Ruto. Governor Lenku assured the President of support of the Maa community in implementing the government’s agenda. On his part, Senator Ledama ole Kina said the Maa community would rally behind the leadership of President Ruto for the prosperity of the country. “I have come here specifically to assure President Ruto of my total support in implementing his agenda for this country,” he said."
Individuals exploiting insecurity for personal gain – Murkomen,https://www.kbc.co.ke/individuals-exploiting-insecurity-for-personal-gain-murkomen/,2025-05-02T19:24:32+03:00,,"Interior Cabinet Secretary Kipchumba Murkomen  stated Friday that certain individuals are profiting from incidents of insecurity in the country by exploiting these situations to fulfil their own selfish interests. While addressing a security meeting in Kambi Samaki, Baringo County, Murkomen expressed his awareness that some individuals have been using insecurity for personal gain, thereby undermining efforts to restore peace and stability. “Insecurity is enriching those who want to be rich to punish the poor in marginalized areas. This is the case in Samburu, Baringo, West Pokot, Isiolo, Turkana, and Marsabit counties,” he said. He condemned the actions of those taking advantage of the vulnerabilities of others in society to further their own agendas. “We are being unfair. Wengine wetu tumepata masomo na kazi. Sasa we are spending time kuumiza watoto wa watu wengine. Some of us mko na watoto boarding school, wengine wako international system, lakini mnatumia watoto wa watu wengine who have nothing. This should prick our consciences,” he asserted. “How is it possible that since 2005 up to now, 20 years down the line, almost Ksh.2 billion from CDF has gone to Tiaty Constituency, and there is no secondary school in a whole location called Silali? There must be something wrong. It means insecurity is enriching other people because resources are not being accounted for,” the CS explained. He cautioned that the state would not passively observe as others use their influence to promote criminal activities. “Kuna wanasiasa wanapenda kuchochea watu. Mimi sitaangalia mtu kama ni wa siasa au la. Bora mtu amechochea wakenya mpaka wengine wamepoteza maisha yao, they will be dealt with just like any other criminal,” he warned. Murkomen noted that the government’s operation launched in Baringo and surrounding counties is showing significant results. “Hii operesheni ya kumaliza uhalifu imefaulu kwa asilimia kubwa sana. Mifugo takriban 7,000 wamerejeshwa, bunduki zaidi ya 200 zimetwaliwa, na watu 200 wanaotekeleza uhalifu pia wameshikwa,” he stated."
Government strengthens community-security ties to sustain peace in Kerio Valley,https://www.kbc.co.ke/government-strengthens-community-security-ties-to-sustain-peace-in-kerio-valley/,2025-05-02T17:03:15+03:00,"Operation Maliza Uhalifu ‘OMU’,Security","The government has intensified collaboration between communities, security personnel and Administration Officers in different administrative units in Kerio Valley to sustain peace in the region. Speaking during a meeting with security teams, in Kambi Samaki in Baringo County, Interior Cabinet Secretary Kipchumba Murkomen noted that Operation Maliza Uhalifu (OMU) and other interventions to curb cattle rustling and banditry in Kerio Valley have seen the restoration of peace and stability in the region. “Operation Maliza Uhalifu (OMU) and other interventions to curb cattle rustling and banditry in Kerio Valley have seen the restoration of peace and stability in the region.” CS Murkomen said. Adding that: “To sustain the peace, we are strengthening collaboration between communities, security personnel and Administration Officers in the different administrative units in the region.” He said. He noted that government is gathering information from security personnel and Administration Officers on the ground to seal any loopholes in the quest to sustain peace. “Additionally, we’re gathering insights from security personnel and Administration Officers on the ground to seal any loopholes in our strategy.” CS Murkomen noted. Today’s (Friday) meeting follows a series of security meetings the CS has convened in the course of this week in Elgeyo Marakwet and Isiolo counties. The meeting brought together the Rift Valley Regional security team and the Sub-county security teams from Marigat, Baringo North, Mukutani, Baringo West, Kolowa, Tiaty Central and Tiaty East. The Cabinet Secretary was joined by the DIG- KPS Eliud Lagat, DIG-APS Gilbert Masengeli, Commandant of the Anti-Stock Theft Unit (ASTU) Joseph Limo, Rift Valley Regional Commissioner Dr Abdi Hassan, Regional Police Commander Jasper Ombati, Baringo County Commissioner Stephen Sankolo and County Police Commissioner Julius Kiragu among other senior ministry officials. Also present were Assistant County Commissioners (ACCs), Officers Commanding Stations (OCSs), Chiefs and Assistant Chiefs.   Also read https://www.kbc.co.ke/security-chiefs-convene-in-isiolo-to-review-anti-banditry-efforts-in-eastern-rift-valley-regions/"
Autopsy on slain Kasipul MP set for May 5th,https://www.kbc.co.ke/autopsy-on-slain-kasipul-mp-set-for-may-5th/,2025-05-02T16:11:01+03:00,"DCI,Kasipul MP Charles Ong'ondo Were","An autopsy on the body of the late Kasipul Member of Parliament Charles Ong’ondo Were will be conducted on Monday, May 5th, 2025. The Directorate of Criminal Investigations (DCI) said the exercise will be led by Chief Government Pathologist Dr. Johansen Oduor. “An autopsy led by Chief Government Pathologist Dr. Johansen Oduor is scheduled for Monday, May 5, 2025, to provide further insights into the cause of death and support the investigation,” the DCI said Friday through a statement. The investigative agency said that it had forensically reconstructed the late MP’s movements from Parliament before meeting his death. Ong’ondo Were was shot dead on Wednesday by unknown gunman along Ngong Road who was reportedly on a motorcycle. According to DCI, its investigations which are currently ongoing have yielded significant leads, enabling detectives narrow down to potential suspects. “While the motive for this heinous act remains under investigation, preliminary investigations suggest that this was a premeditated act. The DCI is pursuing all angles to uncover the circumstances surrounding this incident,” the statement further read. Inspector General of Police Douglas Kanja, who was at the hospital and Lee funeral home alongside DCI Boss Amin Mohammed, affirmed that a manhunt for the suspects has begun, citing the incident was premeditated and well planned. In February this year, the late Kasipul legislator in an interview with KBC Channel 1 said his life was in danger. No suspects have been apprehended so far as investigations continue."
New roads bring life back to Nyandarua farms,https://www.kbc.co.ke/new-roads-bring-life-back-to-nyandarua-farms/,2025-05-02T15:49:00+03:00,"Deputy President Kithure Kindiki,Nakuru County","For farmers in Nyandarua County, the struggle has never been with their crops, it has always been with the roads. Each day, they battle rough, broken and at times flooded roads just to get their produce to market. These roads have long stood between them and fair returns for their labour. But change is finally returning to the highlands. During a recent inspection of the Tumaini-Gwa Kiongolong-Kabazi stalled road connecting Nyandarua and Nakuru counties, Deputy President Kithure Kindiki delivered a strong message of reassurance: the era of abandoned infrastructure projects is over. The road project, which spans approximately 27.5 kilometers, is located primarily in Nyandarua County, with a small section extending into Nakuru County. It consists of three key segments: the Tumaini–Gwa Kiongo stretch (12 km), Gwa Kiongo–Gituamba (8 km) and Gituamba–Kabazi Shopping Centre (7.5 km). “President William Ruto has sent us here to check on this road,” said Kindiki. “I want to assure the people of Nyandarua that this road will not stall again. It will be completed.” For the region’s smallholder farmers, who grow cabbage, carrots, potatoes and rear dairy cows, good roads mean more than just convenience. They mean survival. Poor infrastructure has resulted in rotting produce, exploitative pricing from middlemen and long, gruelling journeys to reach far-off markets. “This road, once complete, will ensure our farmers can deliver their produce fresh and on time.” The Deputy President’s visit to Ol Kalou was part of a broader infrastructure inspection tour across the country. He noted that this road is one of several being revived in the region, including in Ndaragwa, Kipipiri, Ol Jorok and Kinangop. “This is not just about Nyandarua. It’s about opening up Kenya for business and economic growth,” he said. But the government’s plan doesn’t stop at roads. Kindiki also announced the construction of modern market facilities in Ol Kalou and beyond. These new markets will include cold storage and proper infrastructure to help traders, especially women and youth, reduce losses and boost incomes. “Traders will not suffer losses because they will be equipped with facilities to preserve the produce,” said Kindiki. In addition, Nyandarua is among the counties benefiting from the government’s last-mile electricity connection project. The initiative aims to ensure that every village has access to power, lighting up homes, supporting businesses and enhancing education. “As a government, we are working to make the lives of the people better. It’s not time for politics, but at the right time we will fully delve into it,” the Deputy President emphasised. “My work is to assist the President to deliver roads, markets, better prices for farm produce and development projects to every part of the country. That is my work!” For the farmers and traders of Nyandarua, the visit was more than a political gesture. It was a sign that long-standing promises are finally being fulfilled. Under the Kenya Kwanza administration’s Bottom-Up Economic Transformation Agenda (BETA), infrastructure development is a key pillar for unlocking growth in agriculture, MSMEs and housing. Improved road networks are expected to ease movement, reduce post-harvest losses and boost incomes, especially in rural and agricultural regions. From dusty roads and spoiled crops to market stalls with cold storage and electrified homes, Nyandarua is on the move, from hardship to hope."
